case_type,amount_due,days_overdue,npa_status,payment_history_score,total_past_defaults,failure_reason,recovered
transaction,15771.62,1,SMA-0,0.5131,2,bank_downtime,1
loan,12565.31,62,SMA-2,0.2943,4,missed_emi,0
loan,28051.73,40,SMA-1,0.1065,4,missed_emi,0
loan,26931.87,28,SMA-0,0.2652,3,bank_downtime,0
loan,33129.12,90,SMA-2,0.9408,1,missed_emi,0
loan,47578.41,89,SMA-1,0.8542,0,missed_emi,0
loan,31089.71,1,SMA-1,0.7506,1,bank_downtime,1
loan,29309.78,55,SMA-1,0.2087,3,insufficient_funds,0
loan,7264.53,30,SMA-0,0.599,3,missed_emi,0
loan,7830.84,35,SMA-1,0.7401,0,insufficient_funds,1
loan,13430.61,85,SMA-2,0.4088,2,missed_emi,1
loan,6461.18,25,SMA-0,0.6283,3,missed_emi,0
transaction,14995.38,106,NPA,0.8366,0,insufficient_funds,0
loan,37549.86,14,SMA-0,0.9062,2,missed_emi,0
loan,11122.53,61,SMA-2,0.9031,1,missed_emi,0
transaction,16803.54,63,SMA-2,0.4115,4,insufficient_funds,0
loan,11965.37,20,SMA-0,0.4807,2,bank_downtime,1
transaction,6372.92,26,SMA-0,0.7133,0,insufficient_funds,0
transaction,5355.05,85,SMA-2,0.7562,2,otp_failure,0
loan,21753.82,74,SMA-2,0.1508,4,missed_emi,0
transaction,5465.94,27,SMA-0,0.6583,1,insufficient_funds,0
loan,27002.79,47,SMA-1,0.6725,1,insufficient_funds,0
loan,23333.35,4,SMA-0,0.7996,3,insufficient_funds,1
transaction,19738.11,16,SMA-1,0.3238,2,otp_failure,0
transaction,1590.56,42,SMA-1,0.6534,1,insufficient_funds,0
transaction,3272.54,6,SMA-0,0.4777,0,insufficient_funds,0
loan,7377.17,87,SMA-2,0.5704,1,missed_emi,0
loan,33162.85,68,SMA-2,0.8221,0,insufficient_funds,0
loan,7452.92,106,NPA,0.6719,2,missed_emi,0
transaction,16810.57,65,NPA,0.7524,2,insufficient_funds,0
loan,28037.24,105,SMA-2,0.8905,3,bank_downtime,0
transaction,10776.65,49,SMA-1,0.556,0,insufficient_funds,0
loan,30271.75,54,SMA-1,0.8871,0,missed_emi,0
transaction,3830.87,114,NPA,0.7354,0,bank_downtime,0
loan,13896.06,59,SMA-1,0.1195,2,insufficient_funds,0
transaction,6716.94,2,SMA-0,0.8056,0,otp_failure,1
loan,31707.34,69,SMA-1,0.5071,1,insufficient_funds,0
transaction,4597.3,98,SMA-2,0.5524,2,insufficient_funds,0
loan,10234.93,79,SMA-2,0.6464,0,insufficient_funds,0
loan,48655.26,52,SMA-1,0.3922,3,missed_emi,0
transaction,928.65,62,SMA-2,0.5844,4,insufficient_funds,0
loan,41121.38,118,NPA,0.6714,2,missed_emi,0
loan,40461.58,6,SMA-0,0.2922,4,bank_downtime,0
transaction,6295.68,62,SMA-1,0.5475,3,bank_downtime,0
transaction,3144.72,23,SMA-0,0.5406,2,insufficient_funds,0
loan,11553.29,59,SMA-1,0.764,2,missed_emi,0
transaction,14099.92,55,SMA-1,0.7247,2,otp_failure,0
transaction,13034.73,12,SMA-0,0.7901,1,card_declined,1
transaction,15763.54,16,Standard,0.8333,1,card_declined,1
loan,47186.65,56,SMA-1,0.8105,0,insufficient_funds,0
transaction,13992.58,9,SMA-1,0.6085,0,insufficient_funds,1
loan,12013.32,21,SMA-0,0.0467,4,missed_emi,0
loan,15954.92,86,SMA-2,0.4604,2,missed_emi,0
loan,42898.72,26,SMA-0,0.7668,1,missed_emi,0
loan,14418.77,42,SMA-1,0.5225,1,missed_emi,0
transaction,1914.19,105,NPA,0.2051,3,insufficient_funds,0
loan,36647.6,18,SMA-0,0.4189,2,missed_emi,0
transaction,8349.26,32,SMA-1,0.6334,4,card_declined,0
transaction,18440.78,55,SMA-1,0.8218,1,insufficient_funds,0
transaction,13179.97,74,NPA,0.8027,1,insufficient_funds,0
transaction,2263.17,97,SMA-2,0.6935,0,otp_failure,0
loan,47653.55,100,NPA,0.8809,0,missed_emi,0
loan,16635.08,77,NPA,0.6962,1,insufficient_funds,0
transaction,7075.64,18,SMA-0,0.8901,0,card_declined,1
transaction,8344.08,1,SMA-0,0.4735,0,bank_downtime,0
loan,7305.09,32,SMA-1,0.691,1,missed_emi,0
transaction,10182.05,11,SMA-1,0.6005,1,card_declined,1
transaction,2904.71,67,SMA-2,0.6807,1,card_declined,0
transaction,8318.92,61,SMA-2,0.4792,0,card_declined,0
loan,20781.94,3,SMA-0,0.675,1,missed_emi,1
loan,39777.8,86,SMA-2,0.8774,1,insufficient_funds,0
transaction,16161.82,19,SMA-0,0.642,1,bank_downtime,1
transaction,3491.55,36,SMA-1,0.6062,2,otp_failure,1
loan,21494.8,62,SMA-2,0.7935,1,insufficient_funds,0
loan,21800.89,36,SMA-2,0.7034,2,insufficient_funds,0
transaction,3452.5,37,SMA-1,0.6083,0,insufficient_funds,0
loan,40930.41,5,Standard,0.4246,2,missed_emi,0
transaction,14290.95,33,SMA-1,0.6087,1,bank_downtime,0
transaction,4212.44,75,SMA-2,0.2564,5,insufficient_funds,0
loan,21502.49,100,NPA,0.5053,2,insufficient_funds,0
transaction,2563.2,34,SMA-1,0.7089,1,bank_downtime,1
loan,33269.3,35,SMA-2,0.9094,0,missed_emi,0
transaction,2866.75,66,SMA-2,0.8311,0,card_declined,0
transaction,19725.72,106,SMA-2,0.2575,3,card_declined,0
loan,40130.69,21,SMA-0,0.3565,4,missed_emi,0
transaction,8109.65,37,SMA-1,0.8634,0,card_declined,1
loan,31035.38,79,SMA-2,0.6588,1,insufficient_funds,0
transaction,18271.17,55,SMA-1,0.6544,0,bank_downtime,1
transaction,11304.94,8,SMA-0,0.7289,0,card_declined,0
transaction,3902.72,57,SMA-1,0.4101,2,otp_failure,1
loan,22041.65,14,SMA-0,0.6579,1,missed_emi,0
transaction,16941.32,44,SMA-1,0.5654,2,card_declined,1
loan,33989.59,46,SMA-1,0.8369,1,missed_emi,0
transaction,13189.13,93,SMA-2,0.5304,0,insufficient_funds,0
loan,44006.97,39,SMA-1,0.603,1,insufficient_funds,0
transaction,17932.47,22,SMA-0,0.3872,4,card_declined,0
loan,46390.67,18,SMA-0,0.8608,0,missed_emi,0
loan,9268.21,92,NPA,0.6903,1,missed_emi,0
loan,29485.67,13,SMA-0,0.5202,2,missed_emi,0
loan,38322.93,36,SMA-1,0.3742,3,insufficient_funds,0
loan,39061.71,14,SMA-0,0.4098,1,bank_downtime,1
loan,32302.23,76,SMA-2,0.3757,2,missed_emi,0
transaction,3752.35,40,SMA-1,0.553,1,insufficient_funds,0
transaction,16049.7,29,SMA-0,0.7595,2,insufficient_funds,0
loan,37405.01,30,SMA-0,0.8335,0,insufficient_funds,0
loan,8876.11,88,SMA-2,0.3909,5,bank_downtime,0
loan,25871.44,49,SMA-1,0.7086,2,insufficient_funds,1
transaction,3892.56,68,SMA-2,0.9485,1,bank_downtime,1
transaction,7080.8,96,NPA,0.3809,3,insufficient_funds,0
transaction,852.58,97,NPA,0.7029,0,otp_failure,0
loan,23014.84,27,SMA-0,0.475,2,missed_emi,1
transaction,11222.6,108,SMA-2,0.5346,4,insufficient_funds,0
transaction,12581.86,1,SMA-0,0.4715,0,otp_failure,0
transaction,13438.06,31,SMA-1,0.3665,3,otp_failure,0
transaction,16807.68,96,NPA,0.5951,0,card_declined,0
transaction,4701.53,22,SMA-0,0.8764,0,card_declined,1
transaction,2849.4,22,SMA-0,0.3675,2,bank_downtime,0
loan,43319.17,24,SMA-0,0.2969,3,bank_downtime,0
transaction,3553.95,55,SMA-0,0.7831,2,insufficient_funds,0
transaction,19507.82,37,SMA-1,0.4267,1,card_declined,0
transaction,16929.5,70,SMA-2,0.6929,2,insufficient_funds,0
transaction,10267.09,96,NPA,0.7773,0,card_declined,0
transaction,19637.72,63,NPA,0.7794,0,insufficient_funds,0
transaction,2398.85,16,SMA-0,0.6952,1,insufficient_funds,0
loan,18637.96,104,NPA,0.5935,3,missed_emi,0
transaction,12945.38,21,SMA-0,0.4076,3,otp_failure,1
loan,20750.31,11,SMA-0,0.9051,0,missed_emi,0
loan,46776.76,6,SMA-0,0.383,2,insufficient_funds,0
loan,7953.17,50,SMA-0,0.6385,2,missed_emi,0
transaction,11213.53,8,SMA-0,0.5397,2,insufficient_funds,0
transaction,12021.89,10,SMA-0,0.2642,2,bank_downtime,1
transaction,13228.2,24,SMA-0,0.7764,1,insufficient_funds,0
transaction,5485.49,22,SMA-0,0.8896,2,bank_downtime,1
loan,21405.49,54,SMA-1,0.8751,0,bank_downtime,0
transaction,16951.77,83,SMA-2,0.6082,0,insufficient_funds,0
transaction,4301.38,74,SMA-2,0.6714,1,otp_failure,0
loan,42209.05,21,SMA-0,0.3745,3,insufficient_funds,0
loan,30319.49,19,SMA-0,0.7639,0,missed_emi,0
transaction,15362.66,111,NPA,0.4931,3,card_declined,0
transaction,14415.34,0,Standard,0.6887,2,card_declined,0
transaction,4546.47,93,NPA,0.7665,1,insufficient_funds,0
transaction,11591.85,15,SMA-0,0.7779,0,card_declined,1
transaction,17420.6,107,SMA-2,0.7136,4,card_declined,0
transaction,8926.27,28,SMA-0,0.4007,2,card_declined,0
transaction,19348.52,37,SMA-1,0.3506,3,insufficient_funds,0
transaction,9318.19,67,SMA-2,0.8619,4,card_declined,0
transaction,3284.32,53,SMA-1,0.7418,2,insufficient_funds,0
transaction,8093.98,26,SMA-0,0.7359,1,insufficient_funds,1
transaction,19058.2,49,SMA-1,0.6119,1,insufficient_funds,0
loan,19387.44,70,SMA-2,0.5662,1,insufficient_funds,0
loan,44064.42,3,SMA-0,0.3377,4,missed_emi,0
transaction,17684.39,0,Standard,0.8414,1,insufficient_funds,1
transaction,7328.64,39,SMA-1,0.632,1,insufficient_funds,0
transaction,2123.52,10,Standard,0.7295,2,bank_downtime,1
loan,37605.11,62,SMA-2,0.7434,2,insufficient_funds,0
loan,19018.05,17,SMA-0,0.9527,0,missed_emi,1
transaction,15767.01,36,SMA-1,0.4931,2,card_declined,0
loan,24919.47,15,SMA-0,0.6529,1,insufficient_funds,1
transaction,9962.7,48,SMA-1,0.8051,1,card_declined,0
transaction,15669.23,9,SMA-0,0.7041,0,otp_failure,1
loan,22206.35,1,SMA-0,0.4804,2,missed_emi,1
loan,24940.73,3,SMA-0,0.6175,1,bank_downtime,0
loan,21928.57,108,NPA,0.3804,1,bank_downtime,0
loan,21530.32,11,SMA-0,0.7141,0,bank_downtime,0
transaction,10755.96,67,SMA-2,0.5902,2,card_declined,0
loan,41395.98,5,SMA-0,0.2119,2,missed_emi,0
transaction,7554.48,8,SMA-0,0.7932,1,insufficient_funds,1
loan,28591.46,44,SMA-0,0.3084,3,missed_emi,0
transaction,13579.18,40,SMA-1,0.3944,3,insufficient_funds,0
loan,17124.78,108,NPA,0.8753,0,insufficient_funds,0
transaction,5911.69,106,NPA,0.6874,1,bank_downtime,0
loan,47003.59,77,SMA-2,0.7855,0,bank_downtime,1
transaction,14608.92,54,SMA-1,0.7928,1,insufficient_funds,0
loan,30973.4,39,SMA-1,0.8765,1,insufficient_funds,1
transaction,13130.54,29,SMA-0,0.63,2,otp_failure,1
transaction,1071.34,107,NPA,0.6795,0,insufficient_funds,0
transaction,12553.01,54,SMA-0,0.6295,1,otp_failure,0
transaction,10435.42,52,SMA-0,0.8784,0,otp_failure,1
loan,29558.74,18,SMA-1,0.5899,1,missed_emi,0
transaction,7508.76,3,SMA-0,0.6828,1,bank_downtime,1
loan,8666.33,106,SMA-2,0.7666,1,missed_emi,0
transaction,4270.12,25,SMA-0,0.6388,1,insufficient_funds,1
transaction,19039.52,37,SMA-1,0.4693,4,card_declined,0
loan,23391.48,8,SMA-0,0.5485,1,missed_emi,0
loan,26000.74,86,SMA-2,0.6877,1,insufficient_funds,0
transaction,1527.84,2,Standard,0.7019,3,bank_downtime,1
transaction,1232.54,85,SMA-2,0.7894,0,insufficient_funds,0
loan,37273.17,10,SMA-0,0.4044,2,insufficient_funds,1
transaction,10992.85,94,NPA,0.6795,0,otp_failure,0
loan,27891.77,70,SMA-1,0.853,1,missed_emi,0
loan,15940.6,12,SMA-0,0.7898,1,missed_emi,1
loan,38513.78,50,SMA-2,0.2031,3,insufficient_funds,0
transaction,3780.61,25,SMA-0,0.6869,1,insufficient_funds,0
loan,13547.06,14,SMA-0,0.417,3,insufficient_funds,1
transaction,9483.89,90,SMA-2,0.5046,0,card_declined,0
transaction,6082.46,34,SMA-1,0.4268,4,card_declined,0
transaction,5325.53,33,SMA-1,0.5896,1,card_declined,0
transaction,13082.13,13,SMA-0,0.9451,0,insufficient_funds,0
loan,34293.73,32,SMA-1,0.6213,3,missed_emi,0
loan,42103.27,92,NPA,0.5927,3,missed_emi,0
loan,23796.89,30,SMA-0,0.2834,4,missed_emi,0
transaction,1925.16,108,NPA,0.5097,1,otp_failure,0
transaction,5836.49,107,NPA,0.8395,1,card_declined,0
transaction,19610.11,11,SMA-0,0.3595,3,insufficient_funds,0
loan,31831.64,13,SMA-0,0.5194,3,bank_downtime,0
transaction,14339.87,90,SMA-2,0.3087,5,card_declined,0
loan,5331.1,33,SMA-1,0.3992,2,missed_emi,0
transaction,10605.01,0,Standard,0.5689,2,insufficient_funds,1
transaction,1231.81,22,SMA-0,0.5566,3,card_declined,0
loan,30615.36,54,SMA-2,0.8942,0,insufficient_funds,1
transaction,18455.03,80,SMA-2,0.2083,1,bank_downtime,0
loan,48578.86,10,SMA-1,0.8329,0,missed_emi,0
loan,29324.87,8,SMA-0,0.3411,3,insufficient_funds,1
transaction,9434.99,101,NPA,0.812,0,bank_downtime,0
transaction,18927.83,73,SMA-2,0.6248,0,bank_downtime,0
transaction,13635.39,53,SMA-1,0.54,2,insufficient_funds,0
loan,7920.47,75,SMA-2,0.4425,1,missed_emi,0
transaction,9581.65,36,SMA-1,0.9151,0,bank_downtime,0
loan,15811.03,74,SMA-1,0.7611,0,insufficient_funds,0
loan,26141.19,31,SMA-1,0.6785,2,missed_emi,0
loan,25495.95,19,SMA-0,0.7656,0,insufficient_funds,1
transaction,11851.82,70,SMA-2,0.1186,4,card_declined,0
loan,21054.67,35,SMA-1,0.9117,1,insufficient_funds,0
loan,12392.17,115,NPA,0.9185,0,bank_downtime,0
transaction,10322.53,28,SMA-0,0.5498,1,otp_failure,1
transaction,16688.96,101,NPA,0.4016,3,insufficient_funds,0
loan,34880.55,104,NPA,0.2685,3,missed_emi,0
transaction,7098.17,19,SMA-0,0.9442,0,card_declined,1
loan,47098.54,80,SMA-2,0.3314,3,missed_emi,0
transaction,18288.05,36,SMA-1,0.6603,1,insufficient_funds,0
transaction,4582.29,100,NPA,0.2645,3,insufficient_funds,0
loan,6773.79,38,SMA-1,0.8922,0,missed_emi,0
transaction,14955.52,72,SMA-2,0.2057,3,card_declined,0
transaction,16638.4,40,SMA-1,0.824,1,insufficient_funds,0
transaction,19373.36,18,SMA-0,0.3984,5,insufficient_funds,0
transaction,17851.81,15,Standard,0.6524,1,card_declined,1
transaction,12210.43,36,SMA-1,0.5997,2,insufficient_funds,0
transaction,10836.02,74,SMA-2,0.4454,3,insufficient_funds,0
loan,6252.85,55,SMA-1,0.7271,1,missed_emi,0
transaction,5309.8,65,SMA-2,0.6095,1,card_declined,0
loan,25682.66,22,Standard,0.4901,3,missed_emi,0
transaction,12755.83,41,SMA-1,0.6331,2,otp_failure,1
loan,30076.33,3,SMA-0,0.3007,3,missed_emi,0
transaction,14981.4,83,SMA-2,0.4457,1,bank_downtime,0
loan,17589.51,118,NPA,0.6893,1,insufficient_funds,0
transaction,11516.58,34,SMA-1,0.8122,0,card_declined,1
transaction,2218.77,0,Standard,0.8222,0,otp_failure,1
transaction,8566.48,13,SMA-0,0.6936,1,card_declined,0
transaction,15128.14,60,SMA-1,0.849,0,otp_failure,0
transaction,14021.32,55,SMA-1,0.9503,0,card_declined,1
transaction,19817.53,78,SMA-2,0.3435,2,card_declined,0
loan,17505.1,20,SMA-0,0.7195,3,insufficient_funds,1
transaction,10214.69,75,SMA-2,0.6407,2,insufficient_funds,0
transaction,6925.84,65,NPA,0.5172,3,bank_downtime,0
loan,24827.14,26,SMA-0,0.8121,0,bank_downtime,1
loan,43562.76,48,SMA-2,0.8999,0,insufficient_funds,0
transaction,13842.08,11,SMA-0,0.6687,2,card_declined,1
transaction,17707.6,38,SMA-1,0.512,2,insufficient_funds,0
transaction,4468.47,93,NPA,0.4937,2,bank_downtime,0
loan,44301.25,35,SMA-1,0.6813,0,insufficient_funds,0
loan,7689.3,86,SMA-1,0.8835,0,insufficient_funds,0
transaction,17827.69,53,SMA-0,0.3299,4,insufficient_funds,0
loan,19808.32,15,SMA-0,0.4364,1,missed_emi,1
loan,19156.44,52,SMA-1,0.4938,2,missed_emi,0
transaction,10485.73,44,SMA-1,0.8367,0,bank_downtime,1
loan,47331.06,33,SMA-0,0.5951,2,insufficient_funds,0
transaction,1431.74,9,SMA-0,0.8319,0,otp_failure,1
transaction,7368.5,35,SMA-1,0.7563,2,card_declined,1
transaction,17203.15,5,SMA-0,0.6624,0,insufficient_funds,0
transaction,8223.06,7,SMA-0,0.6537,2,insufficient_funds,0
transaction,4383.56,35,SMA-1,0.5084,0,bank_downtime,1
loan,24115.74,24,SMA-0,0.1386,3,insufficient_funds,0
transaction,8018.27,102,SMA-2,0.5373,3,otp_failure,0
transaction,18350.62,31,SMA-1,0.8675,1,bank_downtime,1
transaction,15357.72,74,SMA-2,0.3251,5,card_declined,0
loan,27730.2,46,SMA-1,0.6945,0,missed_emi,1
transaction,19773.23,67,SMA-2,0.7819,1,bank_downtime,0
transaction,9572.91,20,SMA-0,0.4907,1,bank_downtime,1
transaction,1635.64,106,NPA,0.5458,1,otp_failure,0
transaction,5614.35,46,SMA-1,0.7689,0,bank_downtime,0
loan,24623.17,85,SMA-2,0.6054,0,insufficient_funds,0
loan,12060.62,30,SMA-0,0.7264,2,missed_emi,0
transaction,18977.52,7,SMA-0,0.5802,1,bank_downtime,1
loan,39508.2,63,SMA-2,0.7881,1,missed_emi,0
loan,17072.92,0,Standard,0.8199,0,insufficient_funds,1
loan,31586.2,41,SMA-1,0.8214,0,bank_downtime,1
transaction,14568.26,15,SMA-0,0.2033,5,insufficient_funds,0
transaction,18854.94,57,SMA-1,0.2984,3,insufficient_funds,0
transaction,17691.89,115,NPA,0.7547,3,insufficient_funds,0
loan,28183.65,39,SMA-1,0.7564,3,missed_emi,0
transaction,15605.73,83,SMA-2,0.8044,2,insufficient_funds,0
transaction,11461.82,44,SMA-1,0.748,2,otp_failure,0
transaction,11277.73,43,SMA-1,0.7263,1,card_declined,0
loan,10163.39,103,NPA,0.6842,0,missed_emi,0
transaction,2959.68,95,NPA,0.4795,2,insufficient_funds,0
loan,28829.01,78,SMA-2,0.3844,3,missed_emi,0
loan,17098.77,24,SMA-0,0.7126,2,missed_emi,0
transaction,910.22,48,SMA-1,0.5736,3,card_declined,0
loan,37527.76,17,SMA-0,0.4394,2,missed_emi,0
transaction,1133.49,37,SMA-1,0.4725,0,otp_failure,0
loan,31787.46,41,SMA-1,0.5822,1,missed_emi,0
transaction,11014.28,85,NPA,0.9601,0,insufficient_funds,0
loan,48596.66,96,NPA,0.6697,0,bank_downtime,0
loan,26789.59,35,SMA-0,0.8608,1,missed_emi,0
loan,7862.06,1,Standard,0.6773,1,insufficient_funds,1
loan,29825.96,90,SMA-2,0.6064,0,missed_emi,0
transaction,16901.38,13,SMA-0,0.6499,1,insufficient_funds,0
loan,49858.22,57,SMA-1,0.521,2,insufficient_funds,0
loan,24365.44,1,SMA-0,0.5558,2,missed_emi,0
transaction,6745.83,33,SMA-1,0.7911,3,card_declined,0
transaction,18179.74,116,NPA,0.5257,1,insufficient_funds,0
loan,13605.9,7,SMA-1,0.6077,1,missed_emi,0
loan,32694.3,35,SMA-1,0.754,2,bank_downtime,1
loan,23257.15,25,SMA-0,0.8667,0,insufficient_funds,0
transaction,1301.11,98,NPA,0.3143,3,insufficient_funds,0
loan,20627.98,91,NPA,0.52,2,missed_emi,0
transaction,5671.96,19,SMA-0,0.2314,3,bank_downtime,0
loan,35874.1,6,SMA-0,0.5721,0,bank_downtime,1
transaction,19001.41,57,SMA-1,0.2399,3,card_declined,0
loan,17062.12,27,SMA-0,0.7488,1,missed_emi,1
loan,41515.97,63,SMA-2,0.6565,1,insufficient_funds,0
transaction,1579.52,2,SMA-0,0.536,2,bank_downtime,1
loan,29215.45,10,SMA-0,0.2225,3,insufficient_funds,0
transaction,1875.73,64,SMA-2,0.5195,2,otp_failure,0
loan,47031.48,16,SMA-0,0.3858,2,insufficient_funds,0
loan,39485.81,89,SMA-2,0.3848,2,missed_emi,0
transaction,13330.02,4,SMA-0,0.8601,0,card_declined,1
loan,42075.34,17,SMA-0,0.8553,0,missed_emi,1
loan,34138.39,120,NPA,0.2879,3,missed_emi,0
transaction,19394.42,36,SMA-1,0.6859,1,card_declined,0
transaction,14422.18,66,SMA-2,0.5095,1,card_declined,0
loan,46609.64,14,SMA-0,0.5267,3,insufficient_funds,0
loan,28270.94,55,SMA-1,0.9308,0,insufficient_funds,0
loan,10267.9,70,SMA-2,0.725,0,insufficient_funds,0
loan,28768.0,25,SMA-0,0.4428,1,missed_emi,0
transaction,2974.02,84,SMA-2,0.685,1,bank_downtime,0
loan,31662.21,54,SMA-1,0.4979,2,missed_emi,0
transaction,9908.61,32,SMA-1,0.6942,2,card_declined,0
transaction,12640.22,49,SMA-1,0.6963,1,card_declined,0
transaction,695.92,51,SMA-1,0.7693,3,bank_downtime,1
transaction,4299.39,13,SMA-0,0.6308,0,insufficient_funds,0
transaction,10080.94,33,SMA-1,0.1285,4,card_declined,0
transaction,19034.82,28,SMA-1,0.4213,3,insufficient_funds,0
loan,22262.41,33,SMA-1,0.5411,2,insufficient_funds,0
transaction,8775.25,74,NPA,0.6196,0,card_declined,0
transaction,14436.57,41,SMA-1,0.3109,3,bank_downtime,0
transaction,12273.96,105,NPA,0.3598,5,card_declined,0
transaction,6329.06,23,SMA-0,0.6824,1,otp_failure,0
transaction,8510.92,35,SMA-1,0.7046,1,otp_failure,0
transaction,4745.15,78,SMA-2,0.4796,2,bank_downtime,0
loan,48470.97,48,SMA-1,0.4624,0,insufficient_funds,0
loan,10878.55,48,SMA-1,0.465,2,insufficient_funds,0
loan,21732.66,4,SMA-0,0.8373,0,missed_emi,1
transaction,1003.86,33,SMA-1,0.3108,3,insufficient_funds,0
transaction,4824.7,21,SMA-0,0.9442,1,otp_failure,1
loan,40121.2,120,NPA,0.3563,3,insufficient_funds,0
transaction,4422.92,25,SMA-0,0.6991,5,bank_downtime,1
transaction,2061.24,94,NPA,0.5936,1,insufficient_funds,0
transaction,9751.84,63,SMA-2,0.575,2,otp_failure,0
transaction,694.4,28,SMA-0,0.2904,4,insufficient_funds,0
transaction,2152.94,48,SMA-1,0.4091,1,insufficient_funds,0
transaction,16248.7,86,SMA-2,0.5535,1,otp_failure,0
transaction,15543.73,94,NPA,0.8455,0,card_declined,0
transaction,18345.21,12,SMA-0,0.6983,1,card_declined,1
loan,43453.19,28,SMA-0,0.6494,4,insufficient_funds,0
loan,35742.9,27,SMA-0,0.4897,2,missed_emi,0
loan,7354.98,3,Standard,0.7751,2,insufficient_funds,0
loan,40228.19,54,SMA-1,0.6217,2,insufficient_funds,0
loan,43047.99,89,SMA-2,0.8239,0,insufficient_funds,0
transaction,16082.1,31,SMA-1,0.3638,3,bank_downtime,0
transaction,10415.34,71,SMA-1,0.6065,1,insufficient_funds,0
transaction,5041.59,57,SMA-1,0.8494,0,otp_failure,0
loan,43039.85,31,SMA-1,0.6241,2,insufficient_funds,0
loan,37722.33,11,Standard,0.2003,3,missed_emi,0
transaction,19624.84,67,SMA-2,0.5783,2,insufficient_funds,0
loan,12006.17,89,SMA-2,0.537,2,missed_emi,0
transaction,4900.46,64,SMA-2,0.5928,1,insufficient_funds,0
loan,14530.92,1,SMA-0,0.6546,1,insufficient_funds,0
transaction,15954.53,17,SMA-0,0.8805,0,otp_failure,1
transaction,4144.69,5,SMA-0,0.5182,2,otp_failure,0
transaction,1799.87,51,SMA-1,0.6261,3,insufficient_funds,0
transaction,19971.94,74,SMA-2,0.6477,1,otp_failure,0
transaction,983.94,8,SMA-0,0.7656,0,insufficient_funds,1
transaction,16787.26,86,SMA-2,0.494,1,insufficient_funds,0
loan,21441.51,49,SMA-1,0.456,2,missed_emi,0
transaction,16911.5,65,NPA,0.2855,3,insufficient_funds,0
transaction,11315.1,113,NPA,0.7614,3,insufficient_funds,0
loan,45573.41,6,SMA-0,0.7535,1,missed_emi,1
loan,46678.68,97,NPA,0.3468,2,missed_emi,0
transaction,677.41,9,SMA-0,0.6791,0,card_declined,0
transaction,1970.54,33,SMA-1,0.7641,1,card_declined,0
transaction,5382.0,88,SMA-2,0.6536,1,otp_failure,1
transaction,13551.65,98,NPA,0.1713,3,insufficient_funds,0
loan,44972.25,44,SMA-1,0.7647,1,insufficient_funds,0
transaction,9468.87,53,SMA-1,0.302,4,bank_downtime,0
transaction,12335.98,67,SMA-2,0.5189,2,card_declined,0
loan,13482.49,85,SMA-2,0.6574,1,insufficient_funds,0
transaction,16196.85,9,SMA-0,0.6163,2,otp_failure,0
transaction,19362.9,82,SMA-2,0.3618,2,otp_failure,0
transaction,5737.68,41,SMA-1,0.57,1,card_declined,0
loan,27267.17,38,SMA-1,0.6847,0,bank_downtime,1
transaction,2179.26,35,SMA-1,0.4636,1,otp_failure,1
loan,30161.15,44,SMA-2,0.7045,3,missed_emi,0
transaction,10304.28,106,NPA,0.2602,2,insufficient_funds,0
transaction,3316.51,48,SMA-1,0.6564,1,card_declined,0
loan,24892.98,108,NPA,0.8699,1,insufficient_funds,0
loan,20034.71,14,SMA-0,0.5925,2,missed_emi,0
loan,28482.39,69,SMA-2,0.3026,3,missed_emi,0
loan,31354.45,82,SMA-2,0.768,1,missed_emi,0
loan,5382.3,63,NPA,0.5378,2,insufficient_funds,0
transaction,15339.62,55,SMA-2,0.886,2,card_declined,1
transaction,14403.78,50,SMA-1,0.529,0,insufficient_funds,0
loan,21482.89,90,SMA-2,0.4678,0,missed_emi,1
transaction,1532.25,83,SMA-2,0.8251,0,card_declined,1
loan,38971.96,9,SMA-0,0.7208,1,missed_emi,0
loan,47982.88,88,SMA-2,0.9066,0,missed_emi,0
transaction,5182.96,35,SMA-1,0.3883,5,card_declined,0
transaction,6808.73,20,SMA-0,0.5148,3,card_declined,1
loan,13271.58,91,NPA,0.737,2,insufficient_funds,0
transaction,11750.25,36,SMA-1,0.332,3,otp_failure,0
loan,11967.86,81,SMA-1,0.9144,0,missed_emi,0
transaction,7445.78,21,Standard,0.5115,3,insufficient_funds,1
loan,36365.59,0,Standard,0.5203,3,missed_emi,0
transaction,11422.26,43,SMA-1,0.6057,1,insufficient_funds,1
loan,22390.82,7,SMA-1,0.4686,3,insufficient_funds,0
transaction,8694.87,73,SMA-2,0.8284,3,bank_downtime,0
transaction,11461.16,22,SMA-0,0.756,1,bank_downtime,1
transaction,614.36,37,SMA-1,0.4523,1,card_declined,0
loan,8532.94,6,Standard,0.6025,1,insufficient_funds,1
loan,44656.61,23,SMA-0,0.7074,4,missed_emi,0
transaction,2018.64,77,SMA-2,0.717,1,bank_downtime,0
transaction,14282.67,11,SMA-1,0.5609,2,card_declined,1
transaction,18440.74,60,SMA-1,0.2414,3,bank_downtime,0
loan,17180.76,100,NPA,0.5753,1,bank_downtime,0
loan,21672.11,64,SMA-2,0.9005,0,insufficient_funds,1
transaction,11593.97,82,SMA-2,0.6459,1,insufficient_funds,0
transaction,17693.32,8,SMA-0,0.5835,3,bank_downtime,1
transaction,18867.16,20,SMA-0,0.5651,2,card_declined,1
